order_value_inr,cart_value,discount_amount,shipping_fee,delivery_distance_km,delivery_attempts,user_tenure_days,historical_orders,historical_rto_count,historical_rto_rate,customer_lifetime_value,previous_cod_orders,previous_cod_rtos,order_hour,order_dow,city_tier,item_category,payment_method,time_of_day,device_os,seller_type,warehouse_zone,new_vs_returning_user,actual_rto,rto_risk_score,risk_band
660,740,80,0,16.1,1,186,4,2,0.5,5040,1,1,9,1,Tier 2,Grocery,Prepaid,Morning,Android,Local_SmallSeller,Central,Returning,0,7.3,Low
890,970,80,0,0.7,1,1168,24,2,0.083,108190,19,2,5,3,Tier 1,Grocery,Prepaid,Morning,Android,Flagship_1P,East,Returning,0,0.9,Low
8230,9680,1450,0,20.1,2,968,15,1,0.067,12520,6,1,13,4,Tier 2,Appliances,Prepaid,Afternoon,iOS,Marketplace_3P,East,Returning,0,7.3,Low
910,980,70,0,18.0,1,208,1,1,1.0,1690,0,0,0,3,Tier 2,Beauty,CoD,Late_Night,Android,Flagship_1P,West,New,0,28.7,Medium
21830,22020,190,0,9.1,1,622,10,3,0.3,17920,8,3,21,0,Tier 2,Mobiles,CoD,Evening,Android,Local_SmallSeller,South,Returning,0,19.6,Low
1010,1300,290,0,5.2,1,738,10,1,0.1,26490,7,1,22,0,Tier 1,Fashion,Prepaid,Late_Night,iOS,Flagship_1P,West,Returning,0,2.3,Low
1580,1800,220,0,7.6,1,1292,14,7,0.5,26500,10,7,20,2,Tier 1,Home & Kitchen,Prepaid,Evening,Android,Marketplace_3P,North,Returning,0,3.0,Low
710,730,20,0,7.0,1,442,6,2,0.333,2700,3,2,0,0,Tier 2,Toys,Prepaid,Late_Night,Android,Local_SmallSeller,East,Returning,0,6.7,Low
8440,8500,60,0,19.9,1,1425,7,0,0.0,6920,2,0,11,5,Tier 3,Electronics,CoD,Morning,Android,Marketplace_3P,Central,Returning,0,26.9,Medium
840,1030,190,0,4.8,1,1206,18,6,0.333,23960,8,6,20,0,Tier 1,Grocery,Prepaid,Evening,Android,Marketplace_3P,South,Returning,0,1.8,Low
6090,6690,600,0,34.2,2,598,7,4,0.571,16550,5,4,4,3,Tier 2,Electronics,CoD,Late_Night,Android,Marketplace_3P,North,Returning,0,43.3,Medium
1220,1410,190,0,5.4,1,271,5,0,0.0,19700,3,0,9,5,Tier 1,Beauty,Prepaid,Morning,Android,Flagship_1P,North,Returning,0,1.8,Low
2610,3220,610,0,6.5,2,106,1,0,0.0,990,0,0,18,3,Tier 1,Footwear,CoD,Evening,iOS,Local_SmallSeller,East,New,0,17.5,Low
950,960,10,0,9.8,3,1359,12,7,0.583,13190,7,5,23,3,Tier 2,Fashion,Prepaid,Late_Night,Android,Marketplace_3P,North,Returning,0,7.3,Low
3720,4080,360,0,13.8,1,507,6,0,0.0,9640,3,0,11,6,Tier 3,Mobiles,CoD,Morning,Android,Marketplace_3P,Central,Returning,0,14.8,Low
640,650,10,0,14.2,1,826,10,5,0.5,40040,3,2,21,5,Tier 2,Beauty,CoD,Evening,Android,Marketplace_3P,North,Returning,0,11.0,Low
4470,5780,1310,0,86.8,1,962,10,0,0.0,45510,5,0,11,5,Tier 3,Electronics,CoD,Morning,Android,Marketplace_3P,South,Returning,0,24.7,Medium
390,500,110,60,10.2,1,244,6,0,0.0,4890,4,0,3,2,Tier 3,Toys,CoD,Late_Night,iOS,Marketplace_3P,West,Returning,0,14.8,Low
6670,8090,1420,0,6.6,1,239,3,0,0.0,2110,3,0,21,5,Tier 2,Home & Kitchen,Prepaid,Evening,Android,Marketplace_3P,North,Returning,0,6.2,Low
360,420,60,0,12.1,1,430,6,3,0.5,1580,3,2,18,3,Tier 1,Books,Prepaid,Evening,Android,Marketplace_3P,East,Returning,0,3.9,Low
3600,4470,870,0,36.7,1,963,9,3,0.333,9240,7,3,0,2,Tier 3,Fashion,CoD,Late_Night,Android,Marketplace_3P,West,Returning,0,25.5,Medium
2120,2700,580,0,5.2,1,1444,18,1,0.056,71820,6,1,22,4,Tier 2,Footwear,Prepaid,Late_Night,Android,Marketplace_3P,West,Returning,0,3.0,Low
21190,24220,3030,0,13.7,1,400,5,1,0.2,1600,2,1,21,1,Tier 1,Mobiles,CoD,Evening,Android,Local_SmallSeller,West,Returning,0,19.6,Low
2980,3010,30,0,7.8,1,323,4,0,0.0,1560,2,0,18,5,Tier 2,Electronics,CoD,Evening,Android,Marketplace_3P,Central,Returning,0,11.0,Low
3170,4180,1010,0,4.1,1,121,4,0,0.0,11750,3,0,10,4,Tier 1,Fashion,Prepaid,Morning,Android,Marketplace_3P,East,Returning,0,2.3,Low
300,350,50,60,38.4,2,1484,17,1,0.059,58700,5,1,8,4,Tier 2,Books,Prepaid,Morning,Android,Flagship_1P,East,Returning,0,4.4,Low
850,1040,190,0,1.5,1,328,5,0,0.0,10330,4,0,15,3,Tier 1,Fashion,Prepaid,Afternoon,Android,Marketplace_3P,North,Returning,0,1.8,Low
3870,4280,410,0,4.8,1,465,4,1,0.25,11820,3,1,3,1,Tier 3,Fashion,Prepaid,Late_Night,Android,Marketplace_3P,Central,Returning,0,8.7,Low
5700,7270,1570,0,7.7,2,507,3,1,0.333,6720,2,1,14,4,Tier 2,Footwear,CoD,Afternoon,Android,Marketplace_3P,West,Returning,1,15.9,Low
920,960,40,0,6.2,3,591,8,1,0.125,28340,2,1,21,3,Tier 2,Grocery,CoD,Evening,Android,Marketplace_3P,Central,Returning,0,7.9,Low
15710,19810,4100,0,4.7,1,756,13,1,0.077,1300,8,1,12,0,Tier 1,Appliances,CoD,Afternoon,iOS,Marketplace_3P,West,Returning,0,8.7,Low
9590,11320,1730,0,4.9,1,625,10,1,0.1,20250,8,1,0,6,Tier 1,Electronics,Prepaid,Late_Night,Android,Flagship_1P,East,Returning,0,5.5,Low
5420,6370,950,0,3.9,1,990,11,1,0.091,15060,4,1,3,2,Tier 3,Electronics,CoD,Late_Night,Android,Flagship_1P,South,Returning,1,43.3,Medium
7770,10110,2340,0,24.6,1,438,6,2,0.333,11510,4,2,15,2,Tier 3,Electronics,CoD,Afternoon,Android,Local_SmallSeller,East,Returning,0,39.1,Medium
6180,7340,1160,0,46.2,1,848,14,4,0.286,20670,5,4,14,2,Tier 3,Electronics,CoD,Afternoon,Android,Marketplace_3P,Central,Returning,0,28.7,Medium
15200,20290,5090,0,6.4,1,500,7,0,0.0,18870,4,0,16,5,Tier 1,Mobiles,Prepaid,Afternoon,Android,Marketplace_3P,North,Returning,0,4.0,Low
1040,1200,160,0,9.6,1,1241,6,1,0.167,10170,5,1,23,2,Tier 1,Toys,Prepaid,Late_Night,Android,Marketplace_3P,East,Returning,0,3.7,Low
1010,1320,310,0,27.3,1,616,10,3,0.3,13750,2,1,6,4,Tier 3,Fashion,CoD,Morning,Android,Local_SmallSeller,West,Returning,0,19.6,Low
1380,1470,90,0,3.0,2,1275,20,0,0.0,4550,4,0,16,4,Tier 2,Fashion,CoD,Afternoon,Android,Marketplace_3P,East,Returning,0,5.5,Low
730,760,30,0,4.5,1,394,8,0,0.0,18090,3,0,20,2,Tier 2,Beauty,CoD,Evening,Android,Flagship_1P,Central,Returning,0,5.5,Low
1840,2160,320,0,5.0,1,578,6,1,0.167,6620,3,1,9,3,Tier 1,Beauty,Prepaid,Morning,Android,Marketplace_3P,Central,Returning,0,2.3,Low
1710,1990,280,0,7.5,1,735,11,0,0.0,3110,4,0,23,6,Tier 3,Home & Kitchen,CoD,Late_Night,Android,Flagship_1P,North,Returning,0,11.0,Low
1390,1700,310,0,16.0,2,182,3,1,0.333,4190,1,1,3,5,Tier 3,Footwear,CoD,Late_Night,Android,Marketplace_3P,Central,Returning,0,26.7,Medium
7170,8900,1730,0,10.9,1,328,7,2,0.286,2060,3,2,19,3,Tier 3,Electronics,CoD,Evening,Android,Marketplace_3P,South,Returning,1,25.5,Medium
1460,1900,440,0,9.0,1,68,1,0,0.0,3430,0,0,4,5,Tier 2,Toys,Prepaid,Late_Night,iOS,Marketplace_3P,North,New,0,7.3,Low
1410,1600,190,0,10.7,1,715,10,1,0.1,5980,2,1,7,6,Tier 2,Home & Kitchen,Prepaid,Morning,Android,Flagship_1P,North,Returning,0,3.7,Low
1480,1950,470,0,20.7,1,975,10,4,0.4,24280,3,2,12,2,Tier 1,Fashion,Prepaid,Afternoon,Android,Marketplace_3P,Central,Returning,0,4.4,Low
3000,3800,800,0,13.2,1,429,6,1,0.167,11380,4,1,15,3,Tier 2,Electronics,Prepaid,Afternoon,Android,Marketplace_3P,Central,Returning,0,5.4,Low
2620,3120,500,0,14.4,1,301,3,0,0.0,6280,2,0,20,5,Tier 3,Electronics,CoD,Evening,Android,Marketplace_3P,North,Returning,0,20.0,Low
4290,5650,1360,0,7.9,1,1290,19,2,0.105,41330,12,2,21,3,Tier 3,Appliances,CoD,Evening,Android,Flagship_1P,West,Returning,0,11.0,Low
11280,14550,3270,0,15.8,1,4,1,0,0.0,1520,0,0,9,2,Tier 1,Mobiles,Prepaid,Morning,Android,Marketplace_3P,North,New,0,13.3,Low
2720,3110,390,0,17.6,1,590,17,2,0.118,10140,6,2,14,0,Tier 3,Home & Kitchen,Prepaid,Afternoon,Android,Marketplace_3P,East,Returning,0,5.4,Low
4070,4940,870,0,3.3,1,1357,20,3,0.15,19160,4,3,3,5,Tier 2,Electronics,Prepaid,Late_Night,Android,Flagship_1P,West,Returning,0,5.2,Low
330,350,20,40,34.1,1,1056,13,3,0.231,47100,3,2,23,3,Tier 3,Books,Prepaid,Late_Night,Android,Local_SmallSeller,North,Returning,0,8.7,Low
2760,2880,120,0,23.0,1,1,2,0,0.0,3420,1,0,9,0,Tier 3,Home & Kitchen,CoD,Morning,Android,Marketplace_3P,South,Returning,0,19.6,Low
4120,4380,260,0,13.9,1,944,11,2,0.182,25860,5,2,12,1,Tier 2,Home & Kitchen,Prepaid,Afternoon,iOS,Marketplace_3P,Central,Returning,0,5.2,Low
3010,3950,940,0,25.5,1,789,9,1,0.111,31010,3,1,12,4,Tier 2,Electronics,Prepaid,Afternoon,Android,Local_SmallSeller,North,Returning,0,7.6,Low
1580,1630,50,0,7.1,3,906,11,4,0.364,12340,5,4,21,1,Tier 1,Fashion,Prepaid,Evening,Android,Local_SmallSeller,West,Returning,0,4.0,Low
2260,2760,500,0,5.5,1,1240,14,2,0.143,23200,4,2,15,4,Tier 1,Home & Kitchen,Prepaid,Afternoon,Android,Local_SmallSeller,South,Returning,0,2.3,Low
1060,1340,280,0,14.8,1,519,10,2,0.2,9200,8,2,19,1,Tier 1,Beauty,Prepaid,Evening,Android,Marketplace_3P,West,Returning,0,2.6,Low
2220,2840,620,0,10.7,3,634,8,2,0.25,5790,7,2,7,4,Tier 2,Home & Kitchen,CoD,Morning,Android,Marketplace_3P,South,Returning,0,11.0,Low
1030,1270,240,0,1.3,1,959,14,2,0.143,77850,7,2,1,1,Tier 1,Fashion,Prepaid,Late_Night,Android,Local_SmallSeller,West,Returning,0,3.0,Low
1330,1500,170,0,12.9,1,483,7,0,0.0,27650,6,0,1,4,Tier 3,Footwear,CoD,Late_Night,Android,Marketplace_3P,South,Returning,0,14.8,Low
9230,11650,2420,0,2.7,1,822,5,1,0.2,11750,2,1,13,5,Tier 1,Electronics,Prepaid,Afternoon,Android,Flagship_1P,Central,Returning,0,5.2,Low
880,1120,240,0,3.3,1,1089,17,2,0.118,15550,8,2,19,0,Tier 2,Fashion,CoD,Evening,Android,Marketplace_3P,East,Returning,0,5.5,Low
7230,8330,1100,0,12.3,1,917,8,0,0.0,13650,4,0,6,4,Tier 1,Electronics,CoD,Morning,Android,Local_SmallSeller,East,Returning,0,11.6,Low
19110,22410,3300,0,18.3,1,790,13,0,0.0,62310,7,0,6,2,Tier 2,Mobiles,Prepaid,Morning,Android,Flagship_1P,East,Returning,0,6.7,Low
5410,6550,1140,0,17.9,1,750,12,7,0.583,48210,5,3,10,6,Tier 3,Electronics,CoD,Morning,Android,Marketplace_3P,East,Returning,0,28.7,Medium
1020,1300,280,0,14.0,1,308,4,0,0.0,6400,1,0,23,1,Tier 1,Grocery,Prepaid,Late_Night,iOS,Marketplace_3P,South,Returning,0,3.9,Low
6280,7840,1560,0,5.1,3,1301,17,3,0.176,31180,14,3,4,3,Tier 1,Home & Kitchen,Prepaid,Late_Night,Android,Marketplace_3P,Central,Returning,0,4.4,Low
19350,24600,5250,0,8.4,1,1331,10,0,0.0,36610,5,0,21,5,Tier 2,Mobiles,Prepaid,Evening,iOS,Marketplace_3P,East,Returning,0,5.4,Low
4980,6010,1030,0,3.7,1,168,1,0,0.0,190,0,0,11,5,Tier 1,Electronics,CoD,Morning,Android,Marketplace_3P,East,New,0,19.6,Low
13570,16120,2550,0,34.7,1,48,1,0,0.0,600,1,0,12,4,Tier 3,Appliances,CoD,Afternoon,iOS,Flagship_1P,West,New,0,54.7,High
880,1090,210,0,14.9,2,1415,21,11,0.524,3150,7,6,19,2,Tier 1,Footwear,Prepaid,Evening,Android,Marketplace_3P,East,Returning,0,3.9,Low
1010,1190,180,0,13.8,1,782,12,7,0.583,60900,5,3,15,1,Tier 2,Footwear,Prepaid,Afternoon,Android,Marketplace_3P,East,Returning,0,5.4,Low
790,910,120,0,5.5,2,300,3,0,0.0,3360,2,0,2,3,Tier 1,Toys,Prepaid,Late_Night,Android,Flagship_1P,West,Returning,0,3.7,Low
660,770,110,0,21.8,1,24,1,0,0.0,3980,0,0,20,6,Tier 3,Beauty,CoD,Evening,Android,Marketplace_3P,South,New,0,25.5,Medium
1440,1790,350,0,14.3,1,788,9,0,0.0,11920,5,0,20,5,Tier 1,Footwear,CoD,Evening,Android,Marketplace_3P,East,Returning,0,6.5,Low
3470,4600,1130,0,28.4,1,360,5,0,0.0,6800,2,0,19,1,Tier 3,Footwear,CoD,Evening,Android,Marketplace_3P,East,Returning,0,16.8,Low
920,1200,280,0,19.0,1,635,7,0,0.0,12290,2,0,7,4,Tier 2,Grocery,Prepaid,Morning,Android,Marketplace_3P,Central,Returning,0,4.0,Low
5380,5720,340,0,53.1,1,1344,12,4,0.333,12140,8,4,11,1,Tier 3,Fashion,CoD,Morning,iOS,Marketplace_3P,North,Returning,0,20.2,Medium
30270,33700,3430,0,27.0,2,17,1,0,0.0,860,1,0,5,1,Tier 3,Mobiles,CoD,Morning,Android,Flagship_1P,North,New,1,68.3,High
6420,8370,1950,0,13.1,1,398,4,1,0.25,6970,3,1,9,6,Tier 2,Appliances,Prepaid,Morning,Android,Marketplace_3P,Central,Returning,0,7.3,Low
1080,1350,270,0,10.9,1,1275,13,0,0.0,23450,4,0,17,0,Tier 2,Fashion,CoD,Evening,Android,Flagship_1P,Central,Returning,1,6.5,Low
6850,8330,1480,0,0.6,2,762,10,3,0.3,33240,5,3,7,3,Tier 1,Mobiles,Prepaid,Morning,iOS,Marketplace_3P,North,Returning,1,3.9,Low
24400,24420,20,0,6.2,1,1472,22,0,0.0,8320,19,0,3,4,Tier 1,Appliances,CoD,Late_Night,iOS,Local_SmallSeller,North,Returning,1,13.7,Low
490,510,20,40,12.4,1,1361,15,1,0.067,40590,6,1,15,3,Tier 2,Grocery,CoD,Afternoon,iOS,Marketplace_3P,Central,Returning,0,6.7,Low
1710,1830,120,0,4.8,3,1255,12,2,0.167,6130,8,2,21,1,Tier 3,Home & Kitchen,CoD,Evening,Android,Marketplace_3P,North,Returning,0,11.0,Low
730,860,130,0,7.8,2,397,1,1,1.0,570,1,1,18,2,Tier 2,Toys,CoD,Evening,Android,Marketplace_3P,North,New,0,19.6,Low
230,300,70,0,14.8,2,552,6,0,0.0,37610,2,0,1,1,Tier 2,Beauty,CoD,Late_Night,Android,Flagship_1P,East,Returning,0,13.7,Low
2010,2050,40,0,17.3,1,62,1,0,0.0,2550,0,0,5,4,Tier 1,Footwear,CoD,Morning,Android,Local_SmallSeller,North,New,1,16.8,Low
660,680,20,0,4.9,1,167,1,1,1.0,690,0,0,16,6,Tier 1,Toys,Prepaid,Afternoon,Android,Local_SmallSeller,Central,New,0,4.0,Low
2880,3160,280,0,7.2,1,1422,21,4,0.19,91910,10,4,8,1,Tier 2,Appliances,Prepaid,Morning,Android,Flagship_1P,West,Returning,0,3.7,Low
1350,1520,170,0,20.3,1,1024,11,2,0.182,37650,6,2,12,0,Tier 2,Fashion,Prepaid,Afternoon,Android,Flagship_1P,South,Returning,0,5.2,Low
12630,12900,270,0,14.3,1,886,7,0,0.0,7720,2,0,0,3,Tier 3,Electronics,CoD,Late_Night,Android,Marketplace_3P,West,Returning,0,68.3,High
400,500,100,60,3.7,1,758,9,1,0.111,17530,4,1,3,3,Tier 2,Grocery,Prepaid,Late_Night,Android,Marketplace_3P,West,Returning,0,3.0,Low
2840,3150,310,0,11.8,1,455,5,2,0.4,2920,3,2,13,1,Tier 3,Home & Kitchen,CoD,Afternoon,Android,Local_SmallSeller,Central,Returning,0,19.6,Low
1030,1310,280,0,15.5,1,920,14,5,0.357,37100,6,5,1,6,Tier 3,Grocery,CoD,Late_Night,Android,Local_SmallSeller,Central,Returning,0,19.6,Low
1600,1830,230,0,2.7,1,105,2,2,1.0,4260,1,1,0,1,Tier 1,Footwear,Prepaid,Late_Night,Android,Marketplace_3P,Central,Returning,0,5.4,Low
9230,10550,1320,0,14.2,2,789,11,2,0.182,15870,3,2,10,6,Tier 2,Electronics,CoD,Morning,Android,Local_SmallSeller,East,Returning,0,19.6,Low
11100,13690,2590,0,4.4,1,203,2,0,0.0,4950,1,0,19,5,Tier 1,Electronics,Prepaid,Evening,Android,Local_SmallSeller,Central,Returning,0,7.6,Low
7820,9230,1410,0,7.1,1,1053,12,4,0.333,15220,3,2,9,6,Tier 1,Electronics,Prepaid,Morning,Android,Local_SmallSeller,East,Returning,0,5.5,Low
8500,8950,450,0,16.4,1,313,3,0,0.0,1720,2,0,3,0,Tier 3,Electronics,CoD,Late_Night,Android,Marketplace_3P,North,Returning,0,68.3,High
1850,1880,30,0,45.5,1,445,7,2,0.286,1050,3,2,12,6,Tier 3,Footwear,CoD,Afternoon,Android,Marketplace_3P,West,Returning,1,18.5,Low
2150,2460,310,0,31.7,1,1484,16,5,0.312,23280,11,5,11,5,Tier 2,Home & Kitchen,CoD,Morning,Android,Marketplace_3P,North,Returning,0,11.0,Low
12140,16230,4090,0,6.9,3,1116,12,1,0.083,20730,10,1,14,5,Tier 3,Electronics,CoD,Afternoon,Android,Marketplace_3P,East,Returning,0,24.7,Medium
4210,5430,1220,0,28.1,1,513,4,1,0.25,12050,1,1,9,5,Tier 3,Electronics,CoD,Morning,Android,Marketplace_3P,West,Returning,0,28.7,Medium
1280,1640,360,0,2.2,2,232,5,2,0.4,11250,2,1,23,1,Tier 2,Beauty,Prepaid,Late_Night,iOS,Flagship_1P,Central,Returning,0,5.4,Low
2340,2950,610,0,1.5,1,581,11,3,0.273,11910,5,3,19,4,Tier 2,Home & Kitchen,Prepaid,Evening,Android,Marketplace_3P,South,Returning,0,3.6,Low
2060,2100,40,0,29.6,1,415,3,1,0.333,2520,2,1,12,5,Tier 3,Fashion,CoD,Afternoon,Android,Flagship_1P,South,Returning,0,19.6,Low
320,430,110,60,6.4,1,117,2,0,0.0,3000,1,0,16,2,Tier 1,Books,CoD,Afternoon,Android,Marketplace_3P,West,Returning,0,7.3,Low
5850,6060,210,0,8.0,1,766,12,6,0.5,600,4,3,21,5,Tier 1,Mobiles,CoD,Evening,Android,Marketplace_3P,East,Returning,0,12.3,Low
2090,2570,480,0,10.5,1,127,4,1,0.25,1670,2,1,20,5,Tier 2,Fashion,CoD,Evening,Android,Marketplace_3P,East,Returning,0,11.0,Low
12190,16180,3990,0,6.2,1,922,9,1,0.111,44850,4,1,20,6,Tier 1,Mobiles,CoD,Evening,Android,Local_SmallSeller,West,Returning,0,12.3,Low
1010,1190,180,0,1.3,2,1333,20,4,0.2,13370,9,4,2,4,Tier 1,Beauty,Prepaid,Late_Night,Android,Local_SmallSeller,South,Returning,0,3.6,Low
1530,2060,530,0,10.0,1,708,6,1,0.167,3200,5,1,14,0,Tier 2,Footwear,CoD,Afternoon,Android,Local_SmallSeller,East,Returning,0,11.0,Low
1880,2080,200,0,22.0,1,409,2,0,0.0,3430,1,0,6,1,Tier 2,Footwear,CoD,Morning,iOS,Marketplace_3P,East,Returning,1,13.7,Low
2890,3730,840,0,48.0,1,577,4,0,0.0,8780,3,0,1,6,Tier 3,Footwear,CoD,Late_Night,Android,Marketplace_3P,Central,Returning,0,24.7,Medium
1640,2030,390,0,6.2,2,1434,12,1,0.083,13330,4,1,9,0,Tier 2,Home & Kitchen,Prepaid,Morning,Android,Flagship_1P,South,Returning,0,2.6,Low
2970,3800,830,0,4.7,2,264,3,0,0.0,6770,2,0,1,2,Tier 2,Fashion,CoD,Late_Night,Android,Marketplace_3P,North,Returning,0,13.7,Low
610,720,110,0,14.0,1,134,5,2,0.4,4890,4,2,15,4,Tier 2,Footwear,CoD,Afternoon,Android,Flagship_1P,South,Returning,0,11.0,Low
1100,1170,70,0,10.9,1,541,4,0,0.0,2410,2,0,6,3,Tier 3,Beauty,CoD,Morning,Android,Marketplace_3P,South,Returning,0,13.7,Low
1440,1880,440,0,21.7,1,1300,9,6,0.667,6470,5,4,15,2,Tier 3,Fashion,CoD,Afternoon,iOS,Marketplace_3P,Central,Returning,0,24.7,Medium
930,970,40,0,21.9,2,154,2,1,0.5,3280,1,1,13,1,Tier 3,Fashion,CoD,Afternoon,Android,Flagship_1P,West,Returning,0,26.9,Medium
1280,1710,430,0,12.2,1,1293,10,0,0.0,27700,5,0,6,5,Tier 2,Fashion,Prepaid,Morning,Android,Marketplace_3P,North,Returning,0,3.0,Low
15440,17140,1700,0,18.8,1,383,6,3,0.5,2920,2,1,23,6,Tier 2,Mobiles,Prepaid,Late_Night,iOS,Local_SmallSeller,West,Returning,0,17.5,Low
4600,5650,1050,0,18.3,2,1363,19,4,0.211,54150,9,4,23,1,Tier 3,Appliances,Prepaid,Late_Night,Android,Flagship_1P,North,Returning,0,9.7,Low
330,420,90,40,26.6,1,1014,7,2,0.286,450,6,2,16,4,Tier 3,Grocery,Prepaid,Afternoon,Android,Local_SmallSeller,North,Returning,0,8.7,Low
2090,2790,700,0,26.4,1,1084,9,0,0.0,20810,4,0,23,1,Tier 2,Beauty,Prepaid,Late_Night,Android,Local_SmallSeller,North,Returning,0,7.3,Low
1010,1300,290,0,19.1,1,713,11,1,0.091,10660,5,1,8,2,Tier 1,Fashion,CoD,Morning,Android,Marketplace_3P,Central,Returning,0,7.6,Low
480,580,100,0,29.9,1,581,9,1,0.111,10580,3,1,15,2,Tier 1,Toys,CoD,Afternoon,Android,Marketplace_3P,East,Returning,0,8.7,Low
1830,2080,250,0,13.0,2,1349,5,0,0.0,7870,1,0,20,0,Tier 1,Grocery,Prepaid,Evening,Android,Marketplace_3P,North,Returning,1,3.7,Low
560,590,30,0,3.0,1,77,1,0,0.0,2660,0,0,4,0,Tier 1,Grocery,Prepaid,Late_Night,Android,Flagship_1P,South,New,0,5.4,Low
1060,1120,60,0,39.9,1,123,2,2,1.0,3880,1,1,16,1,Tier 3,Fashion,CoD,Afternoon,Android,Marketplace_3P,South,Returning,0,26.9,Medium
810,950,140,0,38.1,1,681,13,2,0.154,5470,4,2,8,0,Tier 3,Fashion,CoD,Morning,Android,Marketplace_3P,North,Returning,0,13.7,Low
520,530,10,0,1.8,1,773,6,0,0.0,10810,4,0,23,0,Tier 2,Grocery,Prepaid,Late_Night,Android,Marketplace_3P,Central,Returning,0,3.7,Low
540,630,90,0,11.2,1,1315,14,7,0.5,14990,10,6,16,1,Tier 2,Beauty,CoD,Afternoon,Android,Local_SmallSeller,South,Returning,0,13.7,Low
2090,2280,190,0,7.4,1,666,11,1,0.091,17310,4,1,17,6,Tier 2,Fashion,Prepaid,Evening,Android,Marketplace_3P,East,Returning,0,3.0,Low
4950,5300,350,0,3.9,1,541,10,6,0.6,3440,2,2,16,3,Tier 1,Mobiles,CoD,Afternoon,Android,Flagship_1P,East,Returning,0,11.0,Low
18520,19790,1270,0,24.5,1,558,8,1,0.125,15080,6,1,0,0,Tier 3,Mobiles,CoD,Late_Night,Android,Marketplace_3P,East,Returning,0,30.0,Medium
2300,2800,500,0,12.3,1,1468,16,8,0.5,7850,8,7,20,4,Tier 3,Footwear,CoD,Evening,Android,Flagship_1P,South,Returning,0,14.8,Low
1510,1860,350,0,1.6,1,595,3,0,0.0,3480,1,0,4,6,Tier 1,Footwear,Prepaid,Late_Night,Android,Local_SmallSeller,South,Returning,0,3.9,Low
3550,4230,680,0,13.7,1,696,10,2,0.2,15220,7,2,16,0,Tier 3,Electronics,Prepaid,Afternoon,Android,Marketplace_3P,West,Returning,1,7.3,Low
580,710,130,0,17.7,2,505,2,0,0.0,6240,2,0,0,1,Tier 3,Toys,Prepaid,Late_Night,Android,Local_SmallSeller,West,Returning,1,11.0,Low
2260,2530,270,0,14.9,1,1256,12,4,0.333,32490,3,2,4,6,Tier 2,Footwear,Prepaid,Late_Night,iOS,Local_SmallSeller,East,Returning,0,6.7,Low
280,290,10,60,28.0,1,1333,11,4,0.364,16740,6,4,4,3,Tier 3,Grocery,CoD,Late_Night,Android,Local_SmallSeller,West,Returning,1,26.9,Medium
480,560,80,0,18.9,2,1032,15,0,0.0,26930,5,0,2,4,Tier 2,Toys,Prepaid,Late_Night,Android,Marketplace_3P,West,Returning,0,4.0,Low
1460,1490,30,0,3.9,1,521,5,0,0.0,8250,2,0,13,2,Tier 1,Toys,Prepaid,Afternoon,Android,Flagship_1P,West,Returning,0,1.8,Low
2960,3570,610,0,14.0,1,782,8,4,0.5,9240,6,3,19,6,Tier 3,Electronics,CoD,Evening,Android,Marketplace_3P,East,Returning,0,24.7,Medium
1470,1730,260,0,7.5,1,802,12,2,0.167,2160,3,2,9,3,Tier 1,Footwear,Prepaid,Morning,Android,Marketplace_3P,West,Returning,0,2.3,Low
850,1130,280,0,1.6,1,809,9,0,0.0,5910,3,0,4,6,Tier 2,Home & Kitchen,CoD,Late_Night,iOS,Marketplace_3P,South,Returning,0,7.6,Low
5430,5550,120,0,3.2,2,776,7,3,0.429,21550,4,2,17,1,Tier 3,Mobiles,CoD,Evening,Android,Marketplace_3P,South,Returning,0,19.6,Low
24510,29410,4900,0,50.8,1,1231,12,2,0.167,2820,10,2,10,5,Tier 3,Mobiles,CoD,Morning,Android,Marketplace_3P,East,Returning,0,26.9,Medium
1150,1240,90,0,7.1,1,451,2,0,0.0,5750,1,0,8,1,Tier 1,Fashion,Prepaid,Morning,Android,Marketplace_3P,South,Returning,0,2.6,Low
780,1030,250,0,17.6,1,442,6,2,0.333,2700,3,2,17,2,Tier 1,Fashion,Prepaid,Evening,Android,Local_SmallSeller,East,Returning,0,5.2,Low
8560,9170,610,0,20.0,2,1043,13,2,0.154,44020,6,2,11,6,Tier 3,Electronics,CoD,Morning,Android,Flagship_1P,South,Returning,0,26.9,Medium
8460,10750,2290,0,16.5,1,1071,14,2,0.143,15020,9,2,3,2,Tier 1,Mobiles,Prepaid,Late_Night,Android,Marketplace_3P,West,Returning,0,7.3,Low
22610,24180,1570,0,1.5,2,1376,21,5,0.238,49170,14,5,1,6,Tier 1,Electronics,CoD,Late_Night,Android,Flagship_1P,Central,Returning,0,19.6,Low
290,390,100,40,5.2,1,849,11,0,0.0,38040,3,0,20,1,Tier 1,Books,Prepaid,Evening,Android,Marketplace_3P,Central,Returning,0,0.9,Low
1920,2570,650,0,5.4,1,851,11,2,0.182,18180,9,2,23,1,Tier 1,Home & Kitchen,Prepaid,Late_Night,Android,Flagship_1P,North,Returning,0,3.0,Low
750,880,130,0,16.4,3,559,9,4,0.444,8750,3,2,0,0,Tier 3,Footwear,CoD,Late_Night,iOS,Marketplace_3P,East,Returning,0,24.7,Medium
