order_value_inr,cart_value,discount_amount,shipping_fee,delivery_distance_km,delivery_attempts,user_tenure_days,historical_orders,historical_rto_count,historical_rto_rate,customer_lifetime_value,previous_cod_orders,previous_cod_rtos,order_hour,order_dow,city_tier,item_category,payment_method,time_of_day,device_os,seller_type,warehouse_zone,new_vs_returning_user,actual_rto,rto_risk_score,risk_band,rto_prob,segment,profit_no_intervention,in_top2_cohort,profit_static_fee50,dynamic_intervention,profit_dynamic
7680,8370,690,0,4.1,1,1038,12,1,0.083,26100,11,1,23,1,Tier 2,Electronics,Prepaid,Late_Night,Android,Marketplace_3P,West,Returning,0,5.5,Low,0.055,Low RTO / High LTV,899.204,False,899.204,Prepaid_Incentive,911.5217999999999
980,1230,250,0,7.1,1,440,8,2,0.25,19920,7,2,1,4,Tier 1,Toys,Prepaid,Late_Night,Android,Marketplace_3P,West,Returning,0,3.7,Low,0.037000000000000005,Returning / Core,112.4496,False,112.4496,Fee_50_COD,125.45524800000003
6320,7110,790,0,8.4,1,524,4,2,0.5,3910,2,1,20,0,Tier 1,Electronics,Prepaid,Evening,Android,Flagship_1P,North,Returning,0,5.4,Low,0.054000000000000006,Returning / Core,739.3487999999999,False,739.3487999999999,Prepaid_Incentive,749.8269599999999
600,670,70,0,12.2,2,544,10,2,0.2,6360,4,2,0,4,Tier 2,Footwear,Prepaid,Late_Night,Android,Flagship_1P,East,Returning,0,5.2,Low,0.052000000000000005,Returning / Core,65.55199999999999,False,65.55199999999999,Fee_50_COD,90.43776000000001
940,1230,290,0,7.8,1,397,3,0,0.0,7840,1,0,19,4,Tier 1,Footwear,CoD,Evening,iOS,Local_SmallSeller,South,Returning,0,8.7,Low,0.087,Returning / Core,100.82879999999999,False,100.82879999999999,Fee_50_COD,117.558144
1440,1660,220,0,3.1,1,271,5,0,0.0,7970,3,0,18,1,Tier 1,Fashion,Prepaid,Evening,Android,Flagship_1P,West,Returning,0,2.3,Low,0.023,Returning / Core,169.17520000000002,False,169.17520000000002,Prepaid_Incentive,171.16884000000002
11110,12000,890,0,8.3,1,1274,11,0,0.0,30510,4,0,21,6,Tier 2,Electronics,CoD,Evening,Android,Flagship_1P,Central,Returning,0,11.6,Low,0.11599999999999999,Low RTO / High LTV,1270.0495999999998,False,1270.0495999999998,Prepaid_Incentive,1304.7823199999998
4840,5690,850,0,0.1,1,398,15,6,0.4,12340,11,6,15,3,Tier 1,Fashion,CoD,Afternoon,Android,Marketplace_3P,Central,Returning,0,7.6,Low,0.076,Returning / Core,558.4864,False,558.4864,Prepaid_Incentive,570.75888
9230,9450,220,0,5.4,1,316,4,0,0.0,17420,3,0,20,0,Tier 1,Mobiles,Prepaid,Evening,Android,Marketplace_3P,Central,Returning,0,4.0,Low,0.04,Returning / Core,1088.8319999999999,False,1088.8319999999999,Prepaid_Incentive,1099.1544
950,1110,160,0,0.3,1,1112,19,1,0.053,45500,5,1,9,5,Tier 2,Fashion,CoD,Morning,Android,Marketplace_3P,North,Returning,0,4.4,Low,0.044000000000000004,Low RTO / High LTV,107.928,False,107.928,Fee_20_COD,112.89685999999999
580,760,180,0,8.2,1,1214,16,2,0.125,8930,10,2,3,2,Tier 2,Fashion,CoD,Late_Night,Android,Marketplace_3P,Central,Returning,0,8.7,Low,0.087,Returning / Core,58.88159999999999,False,58.88159999999999,Fee_50_COD,85.947408
3680,4480,800,0,10.7,2,339,5,0,0.0,6640,2,0,7,0,Tier 1,Fashion,Prepaid,Morning,Android,Marketplace_3P,East,Returning,0,3.7,Low,0.037000000000000005,Returning / Core,432.4536,False,432.4536,Prepaid_Incentive,437.48412
700,810,110,0,11.5,1,597,9,2,0.222,24610,5,2,20,5,Tier 3,Fashion,CoD,Evening,Android,Marketplace_3P,East,Returning,0,11.0,Low,0.11,Low RTO / High LTV,69.92,False,69.92,Fee_20_COD,80.18039999999998
2540,3320,780,0,11.6,1,1411,17,4,0.235,82580,4,2,22,1,Tier 2,Footwear,CoD,Late_Night,Android,Marketplace_3P,North,Returning,0,11.0,Low,0.11,Low RTO / High LTV,282.62399999999997,False,282.62399999999997,Prepaid_Incentive,294.82079999999996
5970,7470,1500,0,51.2,2,1018,10,4,0.4,5460,4,3,0,4,Tier 3,Electronics,Prepaid,Late_Night,Android,Marketplace_3P,North,Returning,1,28.7,Medium,0.287,High RTO / Low LTV,619.1643999999999,False,619.1643999999999,Prepaid_Incentive,672.6439799999998
9620,12930,3310,0,4.0,1,191,1,0,0.0,1160,1,0,7,1,Tier 1,Electronics,Prepaid,Morning,Android,Local_SmallSeller,East,New,0,11.0,Low,0.11,New Users,1101.0720000000001,False,1101.0720000000001,Prepaid_Incentive,1130.4024000000002
7750,9470,1720,0,4.2,2,991,11,1,0.091,18280,7,1,22,5,Tier 1,Electronics,Prepaid,Late_Night,Android,Marketplace_3P,East,Returning,0,5.2,Low,0.052000000000000005,Returning / Core,908.68,False,908.68,Prepaid_Incentive,920.406
2740,3640,900,0,10.3,1,468,4,1,0.25,8130,2,1,8,0,Tier 3,Footwear,CoD,Morning,Android,Marketplace_3P,South,Returning,0,14.8,Low,0.14800000000000002,High RTO / Low LTV,297.77919999999995,False,297.77919999999995,Prepaid_Incentive,314.84063999999995
2810,2940,130,0,2.5,3,475,6,0,0.0,10630,5,0,8,2,Tier 1,Home & Kitchen,Prepaid,Morning,iOS,Marketplace_3P,East,Returning,0,3.0,Low,0.03,Returning / Core,330.8279999999999,False,330.8279999999999,Prepaid_Incentive,334.33259999999996
5100,6710,1610,0,39.7,1,310,6,0,0.0,5140,3,0,18,0,Tier 3,Electronics,CoD,Evening,Android,Flagship_1P,West,Returning,1,25.5,Medium,0.255,High RTO / Low LTV,534.48,True,450.66240000000005,Prepaid_Incentive,577.116
1210,1420,210,0,3.0,1,444,6,1,0.167,17170,3,1,6,1,Tier 2,Fashion,CoD,Morning,iOS,Local_SmallSeller,West,Returning,0,8.7,Low,0.087,Returning / Core,132.2892,False,132.2892,Fee_50_COD,141.266196
1260,1380,120,0,4.2,1,767,7,1,0.143,10340,3,1,5,6,Tier 2,Fashion,CoD,Morning,Android,Marketplace_3P,North,Returning,0,7.3,Low,0.073,Returning / Core,140.2208,False,140.2208,Fee_50_COD,146.98310400000003
170,220,50,60,8.2,2,507,5,1,0.2,4930,1,1,5,5,Tier 2,Books,CoD,Morning,Android,Flagship_1P,North,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,10.0404,False,10.0404,Fee_50_COD,49.273452
3750,4580,830,0,2.6,1,329,4,0,0.0,5640,3,0,14,0,Tier 1,Appliances,Prepaid,Afternoon,Android,Local_SmallSeller,Central,Returning,0,3.0,Low,0.03,Returning / Core,442.5,False,442.5,Prepaid_Incentive,446.625
6690,7690,1000,0,18.7,1,118,1,0,0.0,2040,1,0,21,6,Tier 1,Electronics,Prepaid,Evening,Android,Marketplace_3P,South,New,0,11.0,Low,0.11,New Users,762.364,False,762.364,Prepaid_Incentive,784.6038000000001
27010,28130,1120,0,7.1,1,478,5,1,0.2,4500,1,1,13,6,Tier 1,Mobiles,CoD,Afternoon,Android,Local_SmallSeller,North,Returning,1,18.5,Low,0.185,High RTO / Low LTV,3022.826,False,3022.826,Prepaid_Incentive,3142.9317
5860,7720,1860,0,1.0,2,472,5,2,0.4,8710,3,2,11,6,Tier 2,Electronics,CoD,Morning,Android,Marketplace_3P,West,Returning,0,16.8,Low,0.168,High RTO / Low LTV,647.0208,False,647.0208,Prepaid_Incentive,677.9193600000001
2060,2530,470,0,22.5,1,1047,14,3,0.214,18150,11,3,2,6,Tier 2,Fashion,Prepaid,Late_Night,iOS,Marketplace_3P,West,Returning,0,6.2,Low,0.062,Returning / Core,235.89120000000003,False,235.89120000000003,Prepaid_Incentive,242.11104
2920,2970,50,0,17.7,2,524,11,7,0.636,26290,7,7,1,3,Tier 3,Home & Kitchen,Prepaid,Late_Night,Android,Marketplace_3P,Central,Returning,0,11.0,Low,0.11,Low RTO / High LTV,326.552,False,326.552,Prepaid_Incentive,339.6684
540,660,120,0,6.6,1,289,3,1,0.333,1560,2,1,4,0,Tier 3,Grocery,CoD,Late_Night,iOS,Marketplace_3P,West,Returning,0,19.6,Low,0.196,High RTO / Low LTV,40.96640000000001,False,40.96640000000001,Fee_50_COD,74.084832
4410,4560,150,0,9.6,1,116,2,2,1.0,2860,1,1,1,0,Tier 2,Footwear,Prepaid,Late_Night,Android,Flagship_1P,North,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,502.3892000000001,False,502.3892000000001,Prepaid_Incentive,517.1351400000001
2750,2910,160,0,14.1,1,1283,15,3,0.2,38900,8,3,2,4,Tier 3,Fashion,CoD,Late_Night,Android,Marketplace_3P,East,Returning,0,17.5,Low,0.175,High RTO / High LTV,293.25,False,293.25,Prepaid_Incentive,313.4625
350,430,80,40,48.0,1,131,1,1,1.0,450,0,0,17,3,Tier 3,Grocery,CoD,Evening,Android,Local_SmallSeller,North,New,0,39.1,Medium,0.391,High RTO / Low LTV,-2.573999999999998,False,-2.573999999999998,Fee_50_COD,43.918380000000006
1090,1370,280,0,30.3,1,1222,11,2,0.182,8700,4,2,22,6,Tier 1,Toys,Prepaid,Late_Night,Android,Marketplace_3P,Central,Returning,0,4.0,Low,0.04,Returning / Core,125.05600000000001,False,125.05600000000001,Fee_50_COD,134.98128
520,520,0,0,13.5,1,914,13,3,0.231,6130,10,3,3,0,Tier 1,Toys,CoD,Late_Night,Android,Marketplace_3P,South,Returning,0,8.7,Low,0.087,Returning / Core,51.89039999999999,False,51.89039999999999,Fee_50_COD,80.678952
780,860,80,0,11.8,2,1157,14,4,0.286,16210,5,4,11,6,Tier 1,Footwear,Prepaid,Morning,iOS,Flagship_1P,North,Returning,0,2.6,Low,0.026000000000000002,Returning / Core,90.18880000000001,False,90.18880000000001,Fee_50_COD,108.55094400000002
760,900,140,0,12.5,1,740,7,0,0.0,13580,6,0,10,6,Tier 2,Fashion,Prepaid,Morning,Android,Flagship_1P,South,Returning,0,3.9,Low,0.039,Returning / Core,86.11439999999999,False,86.11439999999999,Fee_50_COD,105.696072
7490,9430,1940,0,12.0,1,347,4,2,0.5,4490,3,2,4,6,Tier 2,Electronics,CoD,Late_Night,Android,Flagship_1P,South,Returning,1,30.0,Medium,0.3,High RTO / Low LTV,778.9200000000001,False,778.9200000000001,Prepaid_Incentive,844.854
660,890,230,0,19.2,1,1119,17,3,0.176,45810,4,2,19,4,Tier 2,Beauty,CoD,Evening,Android,Marketplace_3P,West,Returning,0,8.7,Low,0.087,Low RTO / High LTV,68.20319999999998,False,68.20319999999998,Fee_20_COD,78.47008399999999
1270,1700,430,0,16.0,1,400,2,0,0.0,1760,1,0,18,2,Tier 2,Fashion,CoD,Evening,Android,Marketplace_3P,South,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,137.77239999999998,False,137.77239999999998,Prepaid_Incentive,145.81758
1340,1620,280,0,1.9,1,1423,19,6,0.316,18710,10,6,23,4,Tier 1,Fashion,Prepaid,Late_Night,Android,Marketplace_3P,West,Returning,0,3.0,Low,0.03,Returning / Core,156.192,False,156.192,Prepaid_Incentive,158.7264
1960,2140,180,0,10.7,3,294,5,0,0.0,2550,2,0,23,0,Tier 2,Footwear,CoD,Late_Night,Android,Marketplace_3P,South,Returning,0,13.7,Low,0.13699999999999998,Returning / Core,210.75920000000002,False,210.75920000000002,Prepaid_Incentive,224.20164000000003
1440,1610,170,0,15.4,1,1466,13,2,0.154,35050,6,2,3,1,Tier 2,Footwear,CoD,Late_Night,Android,Marketplace_3P,Central,Returning,0,9.7,Low,0.09699999999999999,Low RTO / High LTV,157.51280000000003,False,157.51280000000003,Prepaid_Incentive,165.92076
660,780,120,0,1.3,3,488,9,1,0.111,8180,7,1,5,6,Tier 1,Fashion,Prepaid,Morning,iOS,Flagship_1P,Central,Returning,0,2.3,Low,0.023,Returning / Core,76.29279999999999,False,76.29279999999999,Fee_50_COD,98.068464
2860,3110,250,0,7.2,1,1268,13,0,0.0,23690,7,0,23,5,Tier 3,Fashion,CoD,Late_Night,Android,Flagship_1P,Central,Returning,0,12.3,Low,0.12300000000000001,Low RTO / High LTV,316.82879999999994,False,316.82879999999994,Prepaid_Incentive,331.33295999999996
3780,3800,20,0,8.3,1,979,11,5,0.455,3630,7,5,11,0,Tier 3,Appliances,CoD,Morning,iOS,Marketplace_3P,Central,Returning,0,13.7,Low,0.13699999999999998,Returning / Core,419.1856,False,419.1856,Prepaid_Incentive,438.11352000000005
3070,3970,900,0,5.2,3,1343,23,0,0.0,29840,13,0,10,2,Tier 1,Fashion,CoD,Morning,Android,Local_SmallSeller,East,Returning,0,7.6,Low,0.076,Low RTO / High LTV,351.46720000000005,False,351.46720000000005,Prepaid_Incentive,360.78024000000005
350,420,70,0,0.9,1,941,11,3,0.273,14940,7,3,13,5,Tier 2,Fashion,CoD,Afternoon,iOS,Flagship_1P,North,Returning,0,7.3,Low,0.073,Returning / Core,33.678,False,33.678,Fee_50_COD,66.75714
6030,7810,1780,0,3.5,1,1160,17,7,0.412,7920,6,4,13,5,Tier 2,Electronics,CoD,Afternoon,iOS,Local_SmallSeller,South,Returning,0,13.7,Low,0.13699999999999998,Returning / Core,676.8555999999999,False,676.8555999999999,Prepaid_Incentive,702.5650199999999
5370,6520,1150,0,3.8,1,1488,17,2,0.118,47050,6,2,19,0,Tier 2,Home & Kitchen,CoD,Evening,Android,Local_SmallSeller,West,Returning,0,8.7,Low,0.087,Low RTO / High LTV,617.0123999999998,False,617.0123999999998,Prepaid_Incentive,632.0755799999998
8210,9960,1750,0,22.9,3,692,12,3,0.25,38910,7,3,19,5,Tier 1,Mobiles,Prepaid,Evening,Android,Marketplace_3P,South,Returning,0,8.7,Low,0.087,Low RTO / High LTV,947.9292,False,947.9292,Prepaid_Incentive,968.4281400000001
1200,1280,80,0,3.6,1,799,8,1,0.125,22420,2,1,18,1,Tier 1,Grocery,Prepaid,Evening,Android,Marketplace_3P,North,Returning,0,1.8,Low,0.018000000000000002,Low RTO / High LTV,141.336,False,141.336,Prepaid_Incentive,142.8012
6430,8260,1830,0,9.1,2,1270,13,4,0.308,9070,6,4,16,6,Tier 1,Mobiles,Prepaid,Afternoon,Android,Marketplace_3P,East,Returning,0,5.2,Low,0.052000000000000005,Returning / Core,753.0255999999999,False,753.0255999999999,Prepaid_Incentive,763.2415199999999
4900,6580,1680,0,1.4,2,1396,14,0,0.0,12170,5,0,22,0,Tier 1,Electronics,CoD,Late_Night,Android,Marketplace_3P,West,Returning,0,11.0,Low,0.11,Returning / Core,555.44,False,555.44,Prepaid_Incentive,573.348
500,610,110,0,5.2,1,469,5,2,0.4,7720,4,2,22,1,Tier 2,Fashion,CoD,Late_Night,iOS,Marketplace_3P,Central,Returning,0,11.0,Low,0.11,Returning / Core,46.8,False,46.8,Fee_50_COD,77.184
970,1220,250,0,16.3,2,797,11,4,0.364,14630,10,4,0,4,Tier 2,Fashion,Prepaid,Late_Night,iOS,Marketplace_3P,West,Returning,0,7.3,Low,0.073,Returning / Core,106.2676,False,106.2676,Fee_50_COD,121.416588
400,420,20,40,23.2,1,367,5,1,0.2,8340,4,1,2,6,Tier 2,Books,Prepaid,Late_Night,iOS,Flagship_1P,North,Returning,1,7.3,Low,0.073,Returning / Core,39.532,False,39.532,Fee_50_COD,71.16516
660,740,80,0,16.1,1,186,4,2,0.5,5040,1,1,9,1,Tier 2,Grocery,Prepaid,Morning,Android,Local_SmallSeller,Central,Returning,0,7.3,Low,0.073,Returning / Core,69.97279999999999,False,69.97279999999999,Fee_50_COD,94.08686399999999
890,970,80,0,0.7,1,1168,24,2,0.083,108190,19,2,5,3,Tier 1,Grocery,Prepaid,Morning,Android,Flagship_1P,East,Returning,0,0.9,Low,0.009000000000000001,Low RTO / High LTV,105.57959999999999,False,105.57959999999999,Fee_20_COD,110.51452699999997
8230,9680,1450,0,20.1,2,968,15,1,0.067,12520,6,1,13,4,Tier 2,Appliances,Prepaid,Afternoon,iOS,Marketplace_3P,East,Returning,0,7.3,Low,0.073,Returning / Core,956.2683999999999,False,956.2683999999999,Prepaid_Incentive,973.50078
910,980,70,0,18.0,1,208,1,1,1.0,1690,0,0,0,3,Tier 2,Beauty,CoD,Late_Night,Android,Flagship_1P,West,New,0,28.7,Medium,0.287,High RTO / Low LTV,70.05319999999999,False,70.05319999999999,Fee_50_COD,97.737516
21830,22020,190,0,9.1,1,622,10,3,0.3,17920,8,3,21,0,Tier 2,Mobiles,CoD,Evening,Android,Local_SmallSeller,South,Returning,0,19.6,Low,0.196,High RTO / Low LTV,2428.8527999999997,False,2428.8527999999997,Prepaid_Incentive,2533.7637599999994
1010,1300,290,0,5.2,1,738,10,1,0.1,26490,7,1,22,0,Tier 1,Fashion,Prepaid,Late_Night,iOS,Flagship_1P,West,Returning,0,2.3,Low,0.023,Low RTO / High LTV,117.97079999999998,False,117.97079999999998,Fee_20_COD,121.49242099999998
1580,1800,220,0,7.6,1,1292,14,7,0.5,26500,10,7,20,2,Tier 1,Home & Kitchen,Prepaid,Evening,Android,Marketplace_3P,North,Returning,0,3.0,Low,0.03,Low RTO / High LTV,184.70399999999998,False,184.70399999999998,Prepaid_Incentive,187.39679999999996
710,730,20,0,7.0,1,442,6,2,0.333,2700,3,2,0,0,Tier 2,Toys,Prepaid,Late_Night,Android,Local_SmallSeller,East,Returning,0,6.7,Low,0.067,Returning / Core,76.59719999999999,False,76.59719999999999,Fee_50_COD,98.98023599999999
8440,8500,60,0,19.9,1,1425,7,0,0.0,6920,2,0,11,5,Tier 3,Electronics,CoD,Morning,Android,Marketplace_3P,Central,Returning,0,26.9,Medium,0.26899999999999996,High RTO / Low LTV,895.0856000000001,True,725.9399280000001,Prepaid_Incentive,959.82852
840,1030,190,0,4.8,1,1206,18,6,0.333,23960,8,6,20,0,Tier 1,Grocery,Prepaid,Evening,Android,Marketplace_3P,South,Returning,0,1.8,Low,0.018000000000000002,Low RTO / High LTV,98.39519999999999,False,98.39519999999999,Fee_20_COD,104.30812399999998
6090,6690,600,0,34.2,2,598,7,4,0.571,16550,5,4,4,3,Tier 2,Electronics,CoD,Late_Night,Android,Marketplace_3P,North,Returning,0,43.3,Medium,0.433,High RTO / Low LTV,582.0212,False,582.0212,Prepaid_Incentive,663.84954
1220,1410,190,0,5.4,1,271,5,0,0.0,19700,3,0,9,5,Tier 1,Beauty,Prepaid,Morning,Android,Flagship_1P,North,Returning,0,1.8,Low,0.018000000000000002,Returning / Core,143.72159999999997,False,143.72159999999997,Fee_50_COD,148.61260800000002
2610,3220,610,0,6.5,2,106,1,0,0.0,990,0,0,18,3,Tier 1,Footwear,CoD,Evening,iOS,Local_SmallSeller,East,New,0,17.5,Low,0.175,High RTO / Low LTV,277.42999999999995,False,277.42999999999995,Prepaid_Incentive,297.10349999999994
950,960,10,0,9.8,3,1359,12,7,0.583,13190,7,5,23,3,Tier 2,Fashion,Prepaid,Late_Night,Android,Marketplace_3P,North,Returning,0,7.3,Low,0.073,Returning / Core,103.926,False,103.926,Fee_50_COD,119.65338
3720,4080,360,0,13.8,1,507,6,0,0.0,9640,3,0,11,6,Tier 3,Mobiles,CoD,Morning,Android,Marketplace_3P,Central,Returning,0,14.8,Low,0.14800000000000002,High RTO / Low LTV,409.5776,True,352.10188800000003,Prepaid_Incentive,429.82992
640,650,10,0,14.2,1,826,10,5,0.5,40040,3,2,21,5,Tier 2,Beauty,CoD,Evening,Android,Marketplace_3P,North,Returning,0,11.0,Low,0.11,Low RTO / High LTV,62.98399999999998,False,62.98399999999998,Fee_20_COD,74.09357999999997
4470,5780,1310,0,86.8,1,962,10,0,0.0,45510,5,0,11,5,Tier 3,Electronics,CoD,Morning,Android,Marketplace_3P,South,Returning,0,24.7,Medium,0.247,High RTO / High LTV,467.53640000000007,True,399.4159320000001,Prepaid_Incentive,505.4113800000001
390,500,110,60,10.2,1,244,6,0,0.0,4890,4,0,3,2,Tier 3,Toys,CoD,Late_Night,iOS,Marketplace_3P,West,Returning,0,14.8,Low,0.14800000000000002,High RTO / Low LTV,29.691200000000002,False,29.691200000000002,Fee_50_COD,64.82145600000001
6670,8090,1420,0,6.6,1,239,3,0,0.0,2110,3,0,21,5,Tier 2,Home & Kitchen,Prepaid,Evening,Android,Marketplace_3P,North,Returning,0,6.2,Low,0.062,Returning / Core,777.6583999999999,False,777.6583999999999,Prepaid_Incentive,790.1662799999999
360,420,60,0,12.1,1,430,6,3,0.5,1580,3,2,18,3,Tier 1,Books,Prepaid,Evening,Android,Marketplace_3P,East,Returning,0,3.9,Low,0.039,Returning / Core,38.738400000000006,False,38.738400000000006,Fee_50_COD,70.089192
3600,4470,870,0,36.7,1,963,9,3,0.333,9240,7,3,0,2,Tier 3,Fashion,CoD,Late_Night,Android,Marketplace_3P,West,Returning,0,25.5,Medium,0.255,High RTO / Low LTV,369.78,False,369.78,Prepaid_Incentive,404.001
2120,2700,580,0,5.2,1,1444,18,1,0.056,71820,6,1,22,4,Tier 2,Footwear,Prepaid,Late_Night,Android,Marketplace_3P,West,Returning,0,3.0,Low,0.03,Low RTO / High LTV,248.85599999999997,False,248.85599999999997,Prepaid_Incentive,251.90519999999998
21190,24220,3030,0,13.7,1,400,5,1,0.2,1600,2,1,21,1,Tier 1,Mobiles,CoD,Evening,Android,Local_SmallSeller,West,Returning,0,19.6,Low,0.196,High RTO / Low LTV,2357.0704,False,2357.0704,Prepaid_Incentive,2459.22168
2980,3010,30,0,7.8,1,323,4,0,0.0,1560,2,0,18,5,Tier 2,Electronics,CoD,Evening,Android,Marketplace_3P,Central,Returning,0,11.0,Low,0.11,Returning / Core,333.488,False,333.488,Prepaid_Incentive,346.74960000000004
3170,4180,1010,0,4.1,1,121,4,0,0.0,11750,3,0,10,4,Tier 1,Fashion,Prepaid,Morning,Android,Marketplace_3P,East,Returning,0,2.3,Low,0.023,Returning / Core,375.1836,False,375.1836,Prepaid_Incentive,378.05262000000005
300,350,50,60,38.4,2,1484,17,1,0.059,58700,5,1,8,4,Tier 2,Books,Prepaid,Morning,Android,Flagship_1P,East,Returning,0,4.4,Low,0.044000000000000004,Low RTO / High LTV,31.072,False,31.072,Fee_20_COD,45.57064
850,1040,190,0,1.5,1,328,5,0,0.0,10330,4,0,15,3,Tier 1,Fashion,Prepaid,Afternoon,Android,Marketplace_3P,North,Returning,0,1.8,Low,0.018000000000000002,Returning / Core,99.588,False,99.588,Fee_50_COD,115.48044
3870,4280,410,0,4.8,1,465,4,1,0.25,11820,3,1,3,1,Tier 3,Fashion,Prepaid,Late_Night,Android,Marketplace_3P,Central,Returning,0,8.7,Low,0.087,Returning / Core,442.23240000000004,False,442.23240000000004,Prepaid_Incentive,454.42458000000005
5700,7270,1570,0,7.7,2,507,3,1,0.333,6720,2,1,14,4,Tier 2,Footwear,CoD,Afternoon,Android,Marketplace_3P,West,Returning,1,15.9,Low,0.159,High RTO / Low LTV,631.848,False,631.848,Prepaid_Incentive,660.5316
920,960,40,0,6.2,3,591,8,1,0.125,28340,2,1,21,3,Tier 2,Grocery,CoD,Evening,Android,Marketplace_3P,Central,Returning,0,7.9,Low,0.079,Low RTO / High LTV,99.59280000000001,False,99.59280000000001,Fee_20_COD,105.923186
15710,19810,4100,0,4.7,1,756,13,1,0.077,1300,8,1,12,0,Tier 1,Appliances,CoD,Afternoon,iOS,Marketplace_3P,West,Returning,0,8.7,Low,0.087,Returning / Core,1821.8292,False,1821.8292,Prepaid_Incentive,1856.6831399999999
9590,11320,1730,0,4.9,1,625,10,1,0.1,20250,8,1,0,6,Tier 1,Electronics,Prepaid,Late_Night,Android,Flagship_1P,East,Returning,0,5.5,Low,0.055,Returning / Core,1124.2020000000002,False,1124.2020000000002,Prepaid_Incentive,1138.8309000000002
5420,6370,950,0,3.9,1,990,11,1,0.091,15060,4,1,3,2,Tier 3,Electronics,CoD,Late_Night,Android,Flagship_1P,South,Returning,1,43.3,Medium,0.433,High RTO / Low LTV,513.2255999999999,True,441.880128,Prepaid_Incentive,588.6715199999999
7770,10110,2340,0,24.6,1,438,6,2,0.333,11510,4,2,15,2,Tier 3,Electronics,CoD,Afternoon,Android,Local_SmallSeller,East,Returning,0,39.1,Medium,0.391,High RTO / Low LTV,771.7771999999999,True,638.607636,Prepaid_Incentive,860.1197399999999
6180,7340,1160,0,46.2,1,848,14,4,0.286,20670,5,4,14,2,Tier 3,Electronics,CoD,Afternoon,Android,Marketplace_3P,Central,Returning,0,28.7,Medium,0.287,High RTO / Low LTV,641.9535999999999,True,533.9227679999999,Prepaid_Incentive,696.7591199999999
15200,20290,5090,0,6.4,1,500,7,0,0.0,18870,4,0,16,5,Tier 1,Mobiles,Prepaid,Afternoon,Android,Marketplace_3P,North,Returning,0,4.0,Low,0.04,Returning / Core,1795.68,False,1795.68,Prepaid_Incentive,1811.256
1040,1200,160,0,9.6,1,1241,6,1,0.167,10170,5,1,23,2,Tier 1,Toys,Prepaid,Late_Night,Android,Marketplace_3P,East,Returning,0,3.7,Low,0.037000000000000005,Returning / Core,119.56079999999999,False,119.56079999999999,Fee_50_COD,130.79930399999998
1010,1320,310,0,27.3,1,616,10,3,0.3,13750,2,1,6,4,Tier 3,Fashion,CoD,Morning,Android,Local_SmallSeller,West,Returning,0,19.6,Low,0.196,High RTO / Low LTV,93.68159999999999,False,93.68159999999999,Fee_50_COD,114.063408
1380,1470,90,0,3.0,2,1275,20,0,0.0,4550,4,0,16,4,Tier 2,Fashion,CoD,Afternoon,Android,Marketplace_3P,East,Returning,0,5.5,Low,0.055,Returning / Core,157.06399999999996,False,157.06399999999996,Prepaid_Incentive,161.75879999999998
730,760,30,0,4.5,1,394,8,0,0.0,18090,3,0,20,2,Tier 2,Beauty,CoD,Evening,Android,Flagship_1P,Central,Returning,0,5.5,Low,0.055,Returning / Core,80.49400000000001,False,80.49400000000001,Fee_50_COD,101.72322000000001
1840,2160,320,0,5.0,1,578,6,1,0.167,6620,3,1,9,3,Tier 1,Beauty,Prepaid,Morning,Android,Marketplace_3P,Central,Returning,0,2.3,Low,0.023,Returning / Core,216.80720000000002,False,216.80720000000002,Prepaid_Incentive,219.00324
